"Team 1";"Team 2";"Score";"Etapa"
"GAM";"CES";"3 - 0";"Round 1"
"FL";"TS";"3 - 1";"Round 1"
"TS";"PER";"3 - 2";"Round 1"
"CES";"EVS";"1 - 3";"Round 1"
"GAM";"FL";"2 - 0";"Round 2"
"TS";"EVS";"TBD";"Round 2"
"TBD";"TBD";"TBD";"Round 3"
"TBD";"TBD";"TBD";"Finals"
