"Team 1";"Team 2";"Score";"Etapa"
"5R";"DP";"3 - 1";"Quarterfinals"
"SUP";"BJK";"3 - 1";"Quarterfinals"
"IW";"5R";"2 - 3";"Semifinals"
"GAL";"SUP";"0 - 3";"Semifinals"
"5R";"SUP";"TBD";"Finals"
