"Team 1";"Team 2";"Score";"Etapa"
"CHF";"DW";"3 - 1";"Round 1"
"ORD";"PGG";"3 - 1";"Round 1"
"LGC";"ORD";"3 - 1";"Round 2"
"PGG";"CHF";"0 - 3";"Round 2"
"ORD";"CHF";"3 - 1";"Round 3"
"LGC";"ORD";"3 - 1";"Finals"
