"Team 1";"Team 2";"Score";"Etapa"
"MCX";"ALF";"2 - 1";"Round 1"
"PSG";"NOV";"2 - 0";"Round 1"
"HKA";"NOV";"0 - 2";"Round 1"
"BJD";"ALF";"2 - 0";"Round 1"
"JT";"MCX";"1 - 3";"Round 2"
"ahq";"PSG";"1 - 3";"Round 2"
"NOV";"JT";"0 - 3";"Round 2"
"BJD";"ahq";"1 - 3";"Round 2"
"JT";"ahq";"3 - 1";"Round 3"
"MCX";"PSG";"TBD";"Semifinals"
"TBD";"JT";"TBD";"Semifinals"
"TBD";"TBD";"TBD";"Finals"
