"Team 1";"Team 2";"Score";"Etapa"
"V5";"FPX";"3 - 1";"Round 1"
"LGD";"WE";"3 - 1";"Round 1"
"SN";"V5";"3 - 1";"Quarterfinals"
"iG";"LGD";"0 - 3";"Quarterfinals"
"TES";"SN";"3 - 0";"Semifinals"
"JDG";"LGD";"3 - 1";"Semifinals"
"SN";"LGD";"3 - 0";"Third-Place Match"
"TES";"JDG";"3 - 2";"Finals"
"SN";"LGD";"3 - 0";"Round 1"
"iG";"FPX";"3 - 2";"Round 1"
"LGD";"iG";"TBD";"Round 2"
