"Team 1";"Team 2";"Score";"Etapa"
"SK";"S04";"0 - 3";"Round 1"
"G2";"MAD";"3 - 1";"Round 1"
"RGE";"FNC";"0 - 3";"Round 1"
"MAD";"S04";"3 - 1";"Round 2"
"RGE";"MAD";"3 - 0";"Round 3"
"FNC";"G2";"3 - 2";"Semifinals"
"G2";"RGE";"3 - 2";"Semifinals"
"FNC";"G2";"0 - 3";"Finals"
