"Team 1";"Team 2";"Score";"Etapa"
"SUP";"AUR";"1 - 3";"Quarterfinals"
"IW";"GAL";"3 - 0";"Quarterfinals"
"FB";"AUR";"3 - 2";"Semifinals"
"DP";"IW";"0 - 3";"Semifinals"
"FB";"IW";"3 - 0";"Finals"
