"Team 1";"Team 2";"Score";"Etapa"
"G2";"MAD";"2 - 3";"Round 1"
"FNC";"OG";"3 - 1";"Round 1"
"MSF";"RGE";"1 - 3";"Round 1"
"OG";"RGE";"3 - 1";"Round 2"
"G2";"OG";"3 - 1";"Round 3"
"MAD";"FNC";"0 - 3";"Semifinals"
"MAD";"G2";"1 - 3";"Semifinals"
"FNC";"G2";"0 - 3";"Finals"
