"Team 1";"Team 2";"Score";"Etapa"
"BJD";"ALF";"2 - 1";"Round 1"
"TLN";"NOV";"2 - 0";"Round 1"
"JT";"ALF";"1 - 2";"Round 1"
"HKA";"NOV";"2 - 0";"Round 1"
"MCX";"BJD";"3 - 0";"Round 2"
"ahq";"TLN";"2 - 3";"Round 2"
"ALF";"ahq";"1 - 2";"Round 2"
"HKA";"BJD";"2 - 0";"Round 2"
"ahq";"HKA";"2 - 0";"Round 3"
"MCX";"TLN";"3 - 2";"Round 4"
"TLN";"ahq";"3 - 2";"Round 4"
"MCX";"TLN";"2 - 3";"Finals"
