"Team 1";"Team 2";"Score";"Etapa"
"ES";"WE";"1 - 3";"Round 1"
"EDG";"RNG";"3 - 1";"Round 1"
"TES";"WE";"3 - 1";"Quarterfinals"
"FPX";"EDG";"3 - 1";"Quarterfinals"
"iG";"TES";"1 - 3";"Semifinals"
"JDG";"FPX";"3 - 0";"Semifinals"
"iG";"FPX";"0 - 3";"Third-Place Match"
"TES";"JDG";"TBD";"Finals"
