"Team 1";"Team 2";"Score";"Etapa"
"ORD";"Av";"3 - 1";"Round 1"
"CHF";"DW";"3 - 1";"Round 1"
"LGC";"CHF";"3 - 1";"Round 2"
"DW";"ORD";"3 - 2";"Round 2"
"CHF";"DW";"2 - 3";"Round 3"
"LGC";"DW";"3 - 1";"Finals"
