"Team 1";"Team 2";"Score";"Etapa"
"V3";"AXZ";"3 - 0";"Round 1"
"RJ";"CGA";"2 - 3";"Round 1"
"DFM";"SG";"2 - 3";"Round 2"
"V3";"CGA";"3 - 2";"Round 2"
"DFM";"V3";"TBD";"Round 3"
"SG";"TBD";"TBD";"Finals"
